slice,value,n,accuracy,macro_f1,model_name,seed,split_name,calibrated
template,temp2,177,0.4011299435028249,0.2862903225806452,bert,73,hans,True
template,temp20,505,0.15643564356435644,0.13527397260273974,bert,73,hans,True
template,temp21,495,0.1797979797979798,0.1523972602739726,bert,73,hans,True
template,temp22,236,0.3559322033898305,0.2625,bert,73,hans,True
template,temp23,245,0.2693877551020408,0.21221864951768488,bert,73,hans,True
template,temp24,291,0.6082474226804123,0.3782051282051282,bert,73,hans,True
template,temp25,228,0.4692982456140351,0.3194029850746269,bert,73,hans,True
template,temp26,266,0.9774436090225563,0.49429657794676807,bert,73,hans,True
template,temp27,225,1.0,1.0,bert,73,hans,True
template,temp28,256,0.9921875,0.4980392156862745,bert,73,hans,True
template,temp29,253,0.932806324110672,0.48261758691206547,bert,73,hans,True
template,temp3,173,0.7109826589595376,0.4155405405405405,bert,73,hans,True
template,temp30,1000,0.998,0.4994994994994995,bert,73,hans,True
template,temp31,1000,0.983,0.4957135653050933,bert,73,hans,True
template,temp32,492,0.9695121951219512,0.49226006191950467,bert,73,hans,True
template,temp33,508,0.9232283464566929,0.48004094165813715,bert,73,hans,True
template,temp35,510,1.0,1.0,bert,73,hans,True
template,temp36,490,1.0,1.0,bert,73,hans,True
template,temp37,1000,0.004,0.00398406374501992,bert,73,hans,True
template,temp38,1000,0.031,0.030067895247332686,bert,73,hans,True
template,temp39,1000,0.05,0.047619047619047616,bert,73,hans,True
template,temp4,152,0.8026315789473685,0.44525547445255476,bert,73,hans,True
template,temp40,595,0.0,0.0,bert,73,hans,True
template,temp41,405,0.0,0.0,bert,73,hans,True
template,temp42,850,0.011764705882352941,0.011627906976744186,bert,73,hans,True
template,temp43,150,0.16,0.13793103448275862,bert,73,hans,True
template,temp44,617,0.9740680713128039,0.493431855500821,bert,73,hans,True
template,temp45,383,1.0,1.0,bert,73,hans,True
template,temp46,1000,1.0,1.0,bert,73,hans,True
template,temp47,1000,1.0,1.0,bert,73,hans,True
template,temp48,1000,1.0,1.0,bert,73,hans,True
template,temp49,1000,1.0,1.0,bert,73,hans,True
template,temp5,157,0.6560509554140127,0.39615384615384613,bert,73,hans,True
template,temp50,1000,0.109,0.09828674481514878,bert,73,hans,True
template,temp51,1000,0.0,0.0,bert,73,hans,True
template,temp52,1000,0.0,0.0,bert,73,hans,True
template,temp53,471,0.0,0.0,bert,73,hans,True
template,temp54,529,0.001890359168241966,0.0018867924528301887,bert,73,hans,True
template,temp58,1000,0.0,0.0,bert,73,hans,True
template,temp59,1000,0.998,0.4994994994994995,bert,73,hans,True
template,temp6,147,0.6054421768707483,0.3771186440677966,bert,73,hans,True
template,temp60,1000,1.0,1.0,bert,73,hans,True
template,temp61,1000,0.999,0.49974987493746875,bert,73,hans,True
template,temp62,480,1.0,1.0,bert,73,hans,True
template,temp63,520,1.0,1.0,bert,73,hans,True
template,temp68,1000,1.0,1.0,bert,73,hans,True
template,temp7,194,0.5257731958762887,0.34459459459459457,bert,73,hans,True
template,temp8,69,0.13043478260869565,0.11538461538461539,bert,73,hans,True
template,temp9,101,0.6237623762376238,0.38414634146341464,bert,73,hans,True
has_negation,False,29510,0.5867163673331074,0.5055220556884139,bert,73,hans,True
has_negation,True,490,0.5571428571428572,0.44405230603527157,bert,73,hans,True
lexical_overlap_bucket,all,30000,0.5862333333333334,0.5045844193849993,bert,73,hans,True
